period,timedelta,gse_x_ace,gse_y_ace,gse_z_ace,gse_x_dscovr,gse_y_dscovr,gse_z_dscovr
train_b,1452 days,1588775.2,-7565.6,128679.1,,,
train_b,1453 days,1589542.7,-15650.6,131547.5,1443606.0,153519.0,112790.0
train_b,1454 days,1590036.8,-23582.8,134300.7,1445743.0,161887.0,108001.0
train_b,1455 days,1590198.1,-31382.1,136948.0,1447700.0,170052.0,103098.0
train_b,1456 days,1590023.2,-39093.9,139481.6,1449476.0,177943.0,98087.0
train_b,1457 days,1589405.5,-46764.2,141863.7,1451091.0,185496.0,92971.0
train_b,1458 days,1588558.8,-54443.8,144160.9,1452579.0,192653.0,87752.0
train_b,1459 days,1587339.9,-62178.0,146304.9,1453981.0,199374.0,82436.0
train_b,1460 days,1585860.4,-69991.9,148324.6,1455347.0,205627.0,77023.0
train_b,1461 days,1584142.6,-77913.9,150200.1,1456723.0,211398.0,71515.0
train_b,1462 days,1582249.8,-85948.1,151898.7,1458154.0,216681.0,65913.0
train_b,1463 days,1580236.4,-94079.5,153448.7,1459678.0,221480.0,60221.0
train_b,1464 days,1578154.1,-102291.7,154838.9,1461331.0,225807.0,54443.0
train_b,1465 days,1576028.5,-110572.2,156048.6,1463140.0,229678.0,48583.0
train_b,1466 days,1573899.2,-118886.0,157088.6,1465128.0,233117.0,42647.0
train_b,1467 days,1571794.4,-127204.1,157952.9,1467313.0,236148.0,36641.0
train_b,1468 days,1569751.8,-135481.6,158612.1,1469706.0,238802.0,30571.0
train_b,1469 days,1567780.9,-143683.0,159097.3,1472315.0,241109.0,24446.0
train_b,1470 days,1565884.7,-151789.5,159423.6,1475140.0,243102.0,18274.0
train_b,1471 days,1564127.4,-159663.9,159491.7,1478176.0,244816.0,12064.0
train_b,1472 days,1562422.6,-167431.5,159465.9,1481411.0,246290.0,5817.0
train_b,1473 days,1560852.1,-174876.4,159199.2,1484832.0,247544.0,-437.0
train_b,1474 days,1559431.3,-182074.0,158787.1,1488413.0,248617.0,-6698.0
train_b,1475 days,1558148.1,-188956.4,158209.7,1492128.0,249535.0,-12954.0
train_b,1476 days,1556834.8,-195398.0,157417.1,1495942.0,250322.0,-19194.0
train_b,1477 days,1555550.2,-201501.6,156485.0,1499814.0,250997.0,-25405.0
train_b,1478 days,1554276.4,-207189.9,155394.0,1503699.0,251570.0,-31575.0
train_b,1479 days,1552966.8,-212367.1,154125.4,1507545.0,252044.0,-37694.0
train_b,1480 days,1551593.2,-217140.3,152724.9,1511299.0,252408.0,-43750.0
train_b,1481 days,1550084.6,-221396.6,151165.4,1514909.0,252639.0,-49734.0
train_b,1482 days,1548434.9,-225266.4,149488.2,1518325.0,252701.0,-55638.0
train_b,1483 days,1546542.4,-228643.3,147646.1,1521510.0,252544.0,-61455.0
train_b,1484 days,1544418.6,-231666.3,145678.3,1524441.0,252112.0,-67182.0
train_b,1485 days,1542054.1,-234379.2,143588.3,1527112.0,251347.0,-72816.0
train_b,1486 days,1539366.2,-236758.3,141336.4,1529538.0,250195.0,-78356.0
train_b,1487 days,1536486.9,-238966.1,138984.5,1531745.0,248610.0,-83803.0
train_b,1488 days,1533290.8,-240927.3,136436.6,1533771.0,246561.0,-89156.0
train_b,1489 days,1529965.6,-242793.2,133785.6,1535659.0,244017.0,-94428.0
train_b,1490 days,1526483.0,-244537.7,130983.3,1537450.0,240989.0,-99595.0
train_b,1491 days,1522893.5,-246170.2,128009.2,1539185.0,237469.0,-104667.0
train_b,1492 days,1519264.1,-247726.6,124911.3,1540902.0,233467.0,-109641.0
train_b,1493 days,1515629.7,-249171.3,121638.2,1542635.0,228987.0,-114503.0
train_b,1494 days,1512033.6,-250513.2,118221.9,1544409.0,224077.0,-119272.0
train_b,1495 days,1508506.7,-251738.1,114662.9,1546250.0,218751.0,-123934.0
train_b,1496 days,1505097.8,-252804.2,110942.6,1548180.0,213041.0,-128482.0
train_b,1497 days,1501824.1,-253701.5,107073.7,1550213.0,206983.0,-132911.0
train_b,1498 days,1498705.6,-254406.6,103064.5,1552361.0,200616.0,-137216.0
train_b,1499 days,1495772.3,-254877.8,98929.3,1554630.0,193982.0,-141389.0
train_b,1500 days,1493038.6,-255080.0,94664.1,1557021.0,187125.0,-145424.0
train_b,1501 days,1490520.2,-254965.8,90273.2,1559527.0,180080.0,-149312.0
train_b,1502 days,1488184.6,-254557.6,85783.3,1562135.0,172904.0,-153046.0
train_b,1503 days,1486080.3,-253729.6,81175.9,1564826.0,165641.0,-156618.0
train_b,1504 days,1484163.6,-252498.8,76480.5,1567571.0,158332.0,-160019.0
train_b,1505 days,1482421.3,-250826.6,71702.3,1570337.0,151013.0,-163243.0
train_b,1506 days,1480822.2,-248721.7,66847.9,1573083.0,143716.0,-166280.0
train_b,1507 days,1479353.6,-246075.8,61921.3,1575761.0,136453.0,-169125.0
train_b,1508 days,1477960.7,-242911.2,56938.5,1578318.0,129255.0,-171773.0
train_b,1509 days,1476598.7,-239292.1,51915.7,1580699.0,122113.0,-174219.0
train_b,1510 days,1475216.2,-235081.3,46852.0,1582852.0,115011.0,-176460.0
train_b,1511 days,1473775.6,-230457.6,41757.1,1584729.0,107922.0,-178496.0
train_b,1512 days,1472205.0,-225323.0,36631.5,1586292.0,100806.0,-180327.0
train_b,1513 days,1470493.9,-219820.2,31484.6,1587520.0,93617.0,-181956.0
train_b,1514 days,1468603.8,-213960.4,26316.1,1588407.0,86304.0,-183386.0
train_b,1515 days,1466531.0,-207814.7,21128.0,1588964.0,78828.0,-184625.0
train_b,1516 days,1464213.4,-201366.4,15899.2,1589215.0,71149.0,-185675.0
train_b,1517 days,1461821.3,-194839.8,10663.2,1589194.0,63238.0,-186541.0
train_b,1518 days,1459270.0,-188154.1,5414.6,1588940.0,55081.0,-187228.0
train_b,1519 days,1456620.7,-181372.8,147.4,1588494.0,46668.0,-187738.0
train_b,1520 days,1453931.8,-174537.8,-5133.4,1587896.0,38002.0,-188074.0
train_b,1521 days,1451239.0,-167669.9,-10423.0,1587183.0,29088.0,-188233.0
train_b,1522 days,1448582.7,-160773.5,-15719.0,1586390.0,19951.0,-188222.0
train_b,1523 days,1445998.1,-153856.0,-21017.7,1585551.0,10607.0,-188037.0
train_b,1524 days,1443517.6,-146917.7,-26312.1,1584697.0,1084.0,-187678.0
train_b,1525 days,1441191.7,-139953.9,-31587.1,1583854.0,-8587.0,-187143.0
train_b,1526 days,1439054.8,-132949.6,-36836.9,1583048.0,-18370.0,-186430.0
train_b,1527 days,1437071.0,-125906.5,-42062.8,1582298.0,-28224.0,-185538.0
train_b,1528 days,1435318.4,-118794.2,-47247.4,1581622.0,-38103.0,-184457.0
train_b,1529 days,1433837.6,-111577.4,-52374.5,1581027.0,-47959.0,-183195.0
train_b,1530 days,1432577.7,-104256.8,-57447.8,1580517.0,-57740.0,-181743.0
train_b,1531 days,1431608.5,-96769.9,-62439.5,1580087.0,-67393.0,-180098.0
train_b,1532 days,1430874.3,-89109.7,-67360.3,1579723.0,-76867.0,-178256.0
train_b,1533 days,1430383.5,-81241.2,-72192.5,1579402.0,-86113.0,-176214.0
train_b,1534 days,1430145.6,-73121.2,-76897.1,1579091.0,-95087.0,-173972.0
train_b,1535 days,1430081.1,-64779.9,-81503.2,1578753.0,-103756.0,-171523.0
train_b,1536 days,1430209.1,-56117.1,-85963.7,1578341.0,-112092.0,-168876.0
train_b,1537 days,1430448.2,-47186.6,-90297.2,1577805.0,-120083.0,-166029.0
train_b,1538 days,1430765.2,-37944.5,-94474.1,1577095.0,-127728.0,-162985.0
train_b,1539 days,1431109.2,-28486.5,-98538.4,1576160.0,-135040.0,-159751.0
train_b,1540 days,1431416.3,-18720.6,-102409.4,1574961.0,-142044.0,-156332.0
train_b,1541 days,1431665.4,-8801.4,-106162.7,1573464.0,-148775.0,-152736.0
train_b,1542 days,1431789.5,1288.8,-109742.6,1571651.0,-155276.0,-148973.0
train_b,1543 days,1431762.0,11464.9,-113158.6,1569519.0,-161587.0,-145053.0
train_b,1544 days,1431622.0,21666.1,-116461.0,1567078.0,-167753.0,-140984.0
train_b,1545 days,1431293.2,31834.6,-119575.7,1564352.0,-173808.0,-136777.0
train_b,1546 days,1430838.8,41914.5,-122550.0,1561372.0,-179783.0,-132438.0
train_b,1547 days,1430278.0,51836.4,-125376.1,1558175.0,-185698.0,-127976.0
train_b,1548 days,1429641.6,61586.3,-128065.2,1554799.0,-191568.0,-123396.0
train_b,1549 days,1428957.3,71069.1,-130579.7,1551285.0,-197395.0,-118698.0
train_b,1550 days,1428272.4,80308.8,-132952.5,1547672.0,-203183.0,-113898.0
train_b,1551 days,1427620.5,89269.4,-135168.0,1544000.0,-208924.0,-108995.0
train_b,1552 days,1427038.2,97935.7,-137224.4,1540305.0,-214607.0,-103991.0
train_b,1553 days,1426572.7,106272.4,-139114.9,1536624.0,-220212.0,-98891.0
train_b,1554 days,1426223.5,114346.8,-140866.9,1532994.0,-225719.0,-93696.0
train_b,1555 days,1426140.8,121957.2,-142364.2,1529447.0,-231098.0,-88408.0
train_b,1556 days,1426098.9,129511.7,-143828.3,1526013.0,-236315.0,-83028.0
train_b,1557 days,1426398.6,136623.8,-145022.7,1522719.0,-241329.0,-77558.0
train_b,1558 days,1426908.7,143515.4,-146064.0,1519585.0,-246094.0,-71997.0
train_b,1559 days,1427713.1,150146.8,-146898.3,1516622.0,-250560.0,-66348.0
train_b,1560 days,1428811.7,156561.3,-147534.6,1513832.0,-254676.0,-60611.0
train_b,1561 days,1430212.7,162797.5,-147959.2,1511207.0,-258388.0,-54789.0
train_b,1562 days,1431867.3,168912.4,-148195.9,1508725.0,-261649.0,-48883.0
train_b,1563 days,1433774.1,174928.0,-148231.6,1506359.0,-264411.0,-42907.0
train_b,1564 days,1435928.3,180869.2,-148041.3,1504066.0,-266656.0,-36850.0
train_b,1565 days,1438208.5,186762.7,-147619.6,1501803.0,-268358.0,-30728.0
train_b,1566 days,1440585.2,192624.8,-146982.8,1499522.0,-269511.0,-24551.0
train_b,1567 days,1443136.5,198465.6,-146167.4,1497174.0,-270120.0,-18328.0
train_b,1568 days,1445731.0,204267.7,-145143.4,1494715.0,-270206.0,-12071.0
train_b,1569 days,1448307.2,209997.9,-143899.7,1492107.0,-269799.0,-5793.0
train_b,1570 days,1450832.0,215644.7,-142496.2,1489320.0,-268936.0,493.0
train_b,1571 days,1453267.8,221162.8,-140913.1,1486337.0,-267677.0,6774.0
train_b,1572 days,1455554.8,226458.1,-139124.1,1483154.0,-266052.0,13039.0
train_b,1573 days,1457724.4,231556.9,-137197.4,1479777.0,-264107.0,19276.0
train_b,1574 days,1459719.1,236318.3,-135077.2,1476224.0,-261883.0,25473.0
train_b,1575 days,1461580.4,240849.9,-132664.4,1472519.0,-259420.0,31622.0
train_b,1576 days,1463315.9,245002.7,-130162.9,1468694.0,-256749.0,37712.0
train_b,1577 days,1464936.7,248464.1,-127987.1,1464783.0,-253900.0,43731.0
train_b,1578 days,1466461.8,251596.6,-125274.4,1460820.0,-250891.0,49683.0
train_b,1579 days,1467944.8,254359.3,-122470.4,1456843.0,-247739.0,55555.0
train_b,1580 days,1469394.2,256627.5,-119532.2,1452889.0,-244456.0,61343.0
train_b,1581 days,1470858.2,258202.3,-116435.4,1448996.0,-241046.0,67041.0
train_b,1582 days,1472338.8,259536.5,-113280.6,1445201.0,-237510.0,72644.0
train_b,1583 days,1473932.8,260037.5,-109927.4,1441543.0,-233842.0,78150.0
train_b,1584 days,1475558.1,260377.4,-106535.7,1438059.0,-230030.0,83554.0
train_b,1585 days,1477358.5,260014.1,-102973.4,1434786.0,-226054.0,88849.0
train_b,1586 days,1479307.9,259209.9,-99299.1,1431755.0,-221886.0,94042.0
train_b,1587 days,1481456.2,257930.5,-95496.1,1428991.0,-217491.0,99127.0
train_b,1588 days,1483784.0,256289.6,-91587.4,1426512.0,-212826.0,104100.0
train_b,1589 days,1486353.2,254243.5,-87542.1,1424323.0,-207846.0,108959.0
train_b,1590 days,1489147.7,251876.7,-83349.0,1422415.0,-202504.0,113699.0
train_b,1591 days,1492173.0,249238.6,-79057.4,1420766.0,-196760.0,118314.0
train_b,1592 days,1495364.7,246420.3,-74667.2,1419344.0,-190576.0,122794.0
train_b,1593 days,1498725.9,243428.8,-70160.6,1418105.0,-183938.0,127136.0
train_b,1594 days,1502198.8,240309.8,-65542.4,1417001.0,-176835.0,131327.0
train_b,1595 days,1505737.8,237079.1,-60817.1,1415982.0,-169274.0,135357.0
train_b,1596 days,1509283.3,233801.5,-56043.3,1415001.0,-161273.0,139214.0
train_b,1597 days,1512771.0,230418.7,-51171.6,1414012.0,-152863.0,142886.0
train_b,1598 days,1516158.5,226948.2,-46240.7,1412977.0,-144081.0,146371.0
train_b,1599 days,1519413.2,223377.8,-41261.0,1411867.0,-134977.0,149643.0
train_b,1600 days,1522436.1,219633.2,-36225.3,1410660.0,-125601.0,152699.0
train_b,1601 days,1525297.8,215760.9,-31161.7,1409343.0,-116005.0,155531.0
train_b,1602 days,1527904.3,211678.8,-26082.4,1407916.0,-106240.0,158132.0
train_b,1603 days,1530231.5,207331.5,-20988.2,1406384.0,-96359.0,160496.0
train_b,1604 days,1532312.2,202720.9,-15888.7,1404763.0,-86409.0,162620.0
train_b,1605 days,1534140.3,197807.0,-10789.8,1403073.0,-76436.0,164500.0
train_b,1606 days,1535703.2,192523.8,-5696.4,1401342.0,-66485.0,166133.0
train_b,1607 days,1537095.4,186975.5,-614.9,1399596.0,-56587.0,167522.0
train_b,1608 days,1538256.3,181018.8,4413.1,1397867.0,-46777.0,168665.0
train_b,1609 days,1539219.2,174622.4,9442.6,1396188.0,-37086.0,169564.0
train_b,1610 days,1540069.5,167930.5,14455.0,1394592.0,-27535.0,170220.0
train_b,1611 days,1540775.6,160762.6,19437.0,1393117.0,-18145.0,170635.0
train_b,1612 days,1541410.7,153270.4,24396.5,1391802.0,-8921.0,170798.0
train_b,1613 days,1541985.4,145345.1,29323.6,1390683.0,123.0,170741.0
train_b,1614 days,1542545.7,137070.8,34269.6,1389799.0,9000.0,170456.0
train_b,1615 days,1543116.5,128480.6,39220.5,1389188.0,17724.0,169946.0
train_b,1616 days,1543749.8,119540.5,44068.3,1388880.0,26323.0,169217.0
train_b,1617 days,1544471.8,110349.2,48883.4,1388896.0,34833.0,168273.0
train_b,1618 days,1545283.5,100986.2,53669.4,1389242.0,43298.0,167116.0
train_b,1619 days,1546214.3,91470.6,58418.0,1389909.0,51752.0,165775.0
train_b,1620 days,1547265.7,81874.6,63124.6,1390878.0,60257.0,164197.0
train_b,1621 days,1548424.7,72276.4,67777.3,1392110.0,68833.0,162408.0
train_b,1622 days,1549641.5,62721.1,72383.0,1393559.0,77500.0,160406.0
train_b,1623 days,1550887.2,53289.2,76913.9,1395175.0,86262.0,158187.0
train_b,1624 days,1552102.0,43998.5,81369.9,1396908.0,95110.0,155751.0
train_b,1625 days,1553261.2,34838.5,85757.5,1398709.0,104024.0,153095.0
train_b,1626 days,1554256.6,25900.4,90021.5,1400535.0,112975.0,150218.0
train_b,1627 days,1555096.6,17107.3,94193.2,1402347.0,121924.0,147122.0
train_b,1628 days,1555767.0,8451.4,98270.8,1404113.0,130828.0,143807.0
train_b,1629 days,1556142.9,-27.9,102200.9,1405809.0,139640.0,140277.0
train_b,1630 days,1556247.4,-8386.8,106002.1,1407416.0,148312.0,136534.0
train_b,1631 days,1556073.9,-16650.9,109673.6,1408922.0,156797.0,132584.0
train_b,1632 days,1555571.9,-24834.4,113192.1,1410324.0,165047.0,128432.0
train_b,1633 days,1554823.4,-32974.2,116594.3,1411625.0,173018.0,124087.0
train_b,1634 days,1553728.0,-41079.8,119827.7,1412835.0,180668.0,119556.0
train_b,1635 days,1552306.7,-49179.9,122892.8,1413972.0,187958.0,114849.0
train_b,1636 days,1550668.5,-57289.3,125839.1,1415054.0,194851.0,109975.0
train_b,1637 days,1548733.5,-65438.8,128607.4,1416108.0,201315.0,104947.0
train_b,1638 days,1546595.3,-73629.7,131240.2,1417161.0,207322.0,99773.0
train_b,1639 days,1544247.4,-81880.5,133714.4,1418243.0,212846.0,94467.0
train_b,1640 days,1541722.9,-90202.5,136025.4,1419391.0,217871.0,89040.0
train_b,1641 days,1539076.4,-98591.0,138190.2,1420639.0,222375.0,83495.0
train_b,1642 days,1536420.7,-107046.5,140216.5,1422029.0,226356.0,77863.0
train_b,1643 days,1533745.5,-115560.6,142092.7,1423601.0,229832.0,72145.0
train_b,1644 days,1530993.2,-124104.7,143845.6,1425394.0,232823.0,66354.0
train_b,1645 days,1528313.7,-132652.9,145399.1,1427444.0,235365.0,60500.0
train_b,1646 days,1525698.1,-141170.0,146864.4,1429774.0,237503.0,54591.0
train_b,1647 days,1523229.9,-149585.3,148160.5,1432397.0,239286.0,48631.0
train_b,1648 days,1520908.8,-157848.6,149317.1,1435301.0,240789.0,42631.0
train_b,1649 days,1518754.0,-165870.7,150320.7,1438464.0,242059.0,36590.0
train_b,1650 days,1516749.6,-173603.8,151181.5,1441848.0,243142.0,30512.0
train_b,1651 days,1514876.8,-180948.8,151861.5,,,
train_b,1652 days,1513080.5,-188032.9,152424.1,,,
train_b,1653 days,1511360.9,-194584.2,152772.7,,,
train_b,1654 days,1509646.8,-200617.9,152917.0,1456594.0,246069.0,5866.0
train_b,1655 days,1507898.3,-206242.5,152898.6,1460333.0,246455.0,-359.0
train_b,1656 days,1506073.7,-211385.2,152683.7,1464005.0,246681.0,-6605.0
train_b,1657 days,1504154.0,-216107.4,152289.5,1467576.0,246718.0,-12862.0
train_b,1658 days,1502076.3,-220326.6,151671.2,1471015.0,246537.0,-19122.0
train_b,1659 days,1499847.2,-224158.6,150870.7,1474298.0,246109.0,-25378.0
train_b,1660 days,1497432.1,-227583.5,149867.9,1477406.0,245401.0,-31621.0
train_b,1661 days,1494810.9,-230618.2,148657.4,1480325.0,244386.0,-37838.0
train_b,1662 days,1492024.9,-233367.4,147286.5,1483050.0,243027.0,-44025.0
train_b,1663 days,1489023.1,-235770.3,145695.9,1485579.0,241296.0,-50168.0
train_b,1664 days,1485812.8,-237857.9,143869.4,1487919.0,239166.0,-56258.0
train_b,1665 days,1482446.4,-239727.4,141924.3,1490083.0,236611.0,-62284.0
train_b,1666 days,1478908.5,-241352.1,139790.7,1492087.0,233608.0,-68234.0
train_b,1667 days,1475234.6,-242775.5,137486.7,1493956.0,230135.0,-74097.0
train_b,1668 days,1471453.3,-244023.3,135019.5,1495716.0,226176.0,-79864.0
train_b,1669 days,1467595.1,-245109.2,132387.1,1497401.0,221719.0,-85522.0
train_b,1670 days,1463701.9,-246068.0,129615.4,1499048.0,216762.0,-91062.0
train_b,1671 days,1459814.5,-246890.5,126687.5,1500697.0,211308.0,-96474.0
train_b,1672 days,1455977.1,-247598.1,123628.9,1502393.0,205372.0,-101750.0
train_b,1673 days,1452266.1,-248141.1,120443.0,1504177.0,198985.0,-106882.0
train_b,1674 days,1448638.0,-248600.0,117191.9,1506090.0,192190.0,-111865.0
train_b,1675 days,1445280.6,-248840.9,113738.8,1508162.0,185043.0,-116695.0
train_b,1676 days,1442122.1,-248905.9,110186.6,1510409.0,177585.0,-121377.0
train_b,1677 days,1439248.8,-248694.6,106507.8,1512825.0,169940.0,-125900.0
train_b,1678 days,1436702.7,-248103.1,102690.6,1515393.0,162151.0,-130272.0
train_b,1679 days,1434392.6,-247181.6,98772.6,1518078.0,154276.0,-134494.0
train_b,1680 days,1432356.8,-245801.1,94726.3,1520838.0,146363.0,-138568.0
train_b,1681 days,1430535.0,-243981.6,90558.8,1523624.0,138447.0,-142495.0
train_b,1682 days,1428933.7,-241547.3,86238.3,1526387.0,130547.0,-146274.0
train_b,1683 days,1427484.7,-238546.9,81781.2,1529080.0,122677.0,-149903.0
train_b,1684 days,1426076.2,-235289.6,77264.9,1531661.0,114837.0,-153382.0
train_b,1685 days,1424760.5,-231390.0,72599.9,1534093.0,107008.0,-156699.0
train_b,1686 days,1423473.0,-226893.8,67794.2,1536336.0,99213.0,-159865.0
train_b,1687 days,1422180.8,-222064.5,62911.8,1538362.0,91423.0,-162868.0
train_b,1688 days,1420839.6,-216654.9,57896.6,1540146.0,83622.0,-165703.0
train_b,1689 days,1419447.4,-210915.1,52806.4,1541664.0,75800.0,-168375.0
train_b,1690 days,1417967.5,-204761.4,47623.2,1542903.0,67920.0,-170857.0
train_b,1691 days,1416386.1,-198253.0,42359.6,1543851.0,59967.0,-173153.0
train_b,1692 days,1414687.7,-191419.1,37019.5,1544504.0,51918.0,-175257.0
train_b,1693 days,1412872.6,-184306.8,31628.1,1544866.0,43751.0,-177163.0
train_b,1694 days,1410952.3,-176978.9,26193.9,1544946.0,35442.0,-178864.0
train_b,1695 days,1408938.2,-169475.7,20727.0,1544762.0,26968.0,-180356.0
train_b,1696 days,1406829.9,-161811.7,15234.7,1544339.0,18311.0,-181631.0
train_b,1697 days,1404665.9,-154055.9,9732.5,1543706.0,9439.0,-182681.0
train_b,1698 days,1402465.5,-146233.3,4229.5,1542901.0,369.0,-183512.0
train_b,1699 days,1400261.9,-138378.1,-1262.9,1541965.0,-8916.0,-184115.0
train_b,1700 days,1398107.7,-130531.0,-6729.1,1540945.0,-18412.0,-184488.0
train_b,1701 days,1396031.6,-122706.0,-12166.4,1539892.0,-28103.0,-184629.0
train_b,1702 days,1394098.1,-114917.8,-17560.6,1538855.0,-37957.0,-184541.0
train_b,1703 days,1392330.8,-107160.8,-22911.4,1537883.0,-47932.0,-184227.0
train_b,1704 days,1390800.2,-99426.3,-28207.3,1537011.0,-57971.0,-183690.0
train_b,1705 days,1389535.9,-91686.8,-33447.3,1536264.0,-68005.0,-182939.0
train_b,1706 days,1388597.2,-83897.2,-38623.6,1535651.0,-77965.0,-181979.0
train_b,1707 days,1387974.8,-76011.6,-43739.6,1535163.0,-87780.0,-180820.0
train_b,1708 days,1387626.0,-68009.2,-48802.4,1534778.0,-97388.0,-179467.0
train_b,1709 days,1387585.9,-59830.3,-53801.7,1534462.0,-106739.0,-177927.0
train_b,1710 days,1387872.8,-51387.2,-58721.4,1534183.0,-115799.0,-176175.0
train_b,1711 days,1388320.6,-42783.8,-63594.6,1533894.0,-124527.0,-174274.0
train_b,1712 days,1388992.3,-33907.3,-68387.3,1533558.0,-132912.0,-172199.0
train_b,1713 days,1389822.8,-24762.4,-73098.6,1533139.0,-140945.0,-169950.0
train_b,1714 days,1390743.2,-15409.8,-77745.8,1532603.0,-148624.0,-167529.0
train_b,1715 days,1391756.1,-5841.8,-82285.1,1531919.0,-155950.0,-164937.0
train_b,1716 days,1392808.8,3912.8,-86726.2,1531058.0,-162933.0,-162173.0
train_b,1717 days,1393869.2,13828.7,-91057.5,1529997.0,-169575.0,-159237.0
train_b,1718 days,1394907.6,23867.6,-95272.4,1528710.0,-175909.0,-156129.0
train_b,1719 days,1395902.5,33989.8,-99370.2,1527181.0,-181947.0,-152849.0
train_b,1720 days,1396829.3,44164.5,-103334.9,1525398.0,-187713.0,-149395.0
train_b,1721 days,1397661.4,54351.8,-107141.5,1523354.0,-193232.0,-145767.0
train_b,1722 days,1398415.9,64489.3,-110806.5,1521053.0,-198534.0,-141964.0
train_b,1723 days,1399061.1,74532.1,-114305.8,1518504.0,-203650.0,-137987.0
train_b,1724 days,1399597.5,84421.6,-117625.2,1515724.0,-208611.0,-133835.0
train_b,1725 days,1400053.3,94148.0,-120791.3,1512739.0,-213458.0,-129515.0
train_b,1726 days,1400426.1,103617.1,-123756.0,1509586.0,-218197.0,-125021.0
train_b,1727 days,1400749.7,112800.0,-126528.2,1506305.0,-222859.0,-120359.0
train_b,1728 days,1401063.8,121662.9,-129109.3,1502943.0,-227456.0,-115534.0
train_b,1729 days,1401409.3,130140.5,-131478.2,1499552.0,-231993.0,-110553.0
train_b,1730 days,1401843.1,138196.3,-133628.7,1496188.0,-236460.0,-105424.0
train_b,1731 days,1402383.0,145913.1,-135608.6,1492904.0,-240834.0,-100153.0
train_b,1732 days,1403112.9,153184.9,-137366.7,1489749.0,-245084.0,-94756.0
train_b,1733 days,1404073.9,160054.6,-138917.4,1486766.0,-249161.0,-89243.0
train_b,1734 days,1405285.5,166576.6,-140281.8,1483982.0,-253009.0,-83626.0
train_b,1735 days,1406772.0,172778.5,-141469.1,1481413.0,-256569.0,-77917.0
train_b,1736 days,1408635.2,178631.9,-142432.2,1479059.0,-259782.0,-72130.0
train_b,1737 days,1410753.8,184288.5,-143248.0,1476907.0,-262595.0,-66273.0
train_b,1738 days,1413240.0,189701.8,-143845.6,1474935.0,-264964.0,-60357.0
train_b,1739 days,1415964.6,194972.9,-144296.6,1473113.0,-266853.0,-54390.0
train_b,1740 days,1418873.5,200143.3,-144617.3,1471409.0,-268239.0,-48379.0
train_b,1741 days,1422057.4,205162.2,-144717.6,1469790.0,-269104.0,-42329.0
train_b,1742 days,1425376.5,210101.3,-144687.0,1468224.0,-269443.0,-36248.0
train_b,1743 days,1428872.7,214905.2,-144437.6,1466676.0,-269254.0,-30139.0
train_b,1744 days,1432433.4,219640.2,-144075.3,1465116.0,-268542.0,-24006.0
train_b,1745 days,1436068.4,224237.5,-143503.0,1463515.0,-267311.0,-17860.0
train_b,1746 days,1439721.1,228717.6,-142772.7,1461841.0,-265598.0,-11693.0
train_b,1747 days,1443361.6,233055.4,-141871.6,1460067.0,-263414.0,-5515.0
train_b,1748 days,1446955.0,237222.5,-140792.8,1458169.0,-260783.0,670.0
train_b,1749 days,1450470.6,241194.0,-139538.3,1456127.0,-257737.0,6862.0
train_b,1750 days,1453883.2,244944.2,-138110.7,1453927.0,-254314.0,13054.0
train_b,1751 days,1457142.7,248381.7,-136476.2,1451565.0,-250556.0,19244.0
train_b,1752 days,1460297.2,251601.6,-134713.5,1449042.0,-246518.0,25434.0
train_b,1753 days,1463267.8,254413.5,-132745.4,1446375.0,-242231.0,31606.0
train_b,1754 days,1466082.8,256409.9,-131449.9,1443588.0,-237751.0,37758.0
train_b,1755 days,1468735.4,259343.4,-127163.4,1440713.0,-233121.0,43886.0
train_b,1756 days,1471288.1,260394.2,-125652.0,1437793.0,-228380.0,49978.0
train_b,1757 days,1473736.8,261331.5,-122958.2,1434874.0,-223553.0,56026.0
train_b,1758 days,1476142.4,261842.0,-120121.0,1432010.0,-218658.0,62018.0
train_b,1759 days,1478537.3,261717.5,-117095.3,1429254.0,-213699.0,67940.0
train_b,1760 days,1480971.0,261062.1,-113923.8,1426656.0,-208667.0,73780.0
train_b,1761 days,1483491.6,259847.2,-110602.5,1424264.0,-203540.0,79523.0
train_b,1762 days,1486140.8,258106.7,-107145.6,1422114.0,-198289.0,85156.0
train_b,1763 days,1488932.2,255926.4,-103583.3,1420235.0,-192874.0,90667.0
train_b,1764 days,1491946.4,253217.1,-99887.6,1418640.0,-187253.0,96042.0
train_b,1765 days,1495144.0,250152.6,-96099.3,1417332.0,-181386.0,101272.0
train_b,1766 days,1498557.1,246725.0,-92210.7,1416304.0,-175230.0,106344.0
train_b,1767 days,1502133.4,243048.2,-88248.6,1415537.0,-168759.0,111256.0
train_b,1768 days,1505912.2,239082.4,-84189.1,1415009.0,-161945.0,116000.0
train_b,1769 days,1509829.8,234921.6,-80053.8,1414691.0,-154772.0,120571.0
train_b,1770 days,1513851.7,230616.1,-75860.2,1414552.0,-147229.0,124963.0
train_b,1771 days,1517963.1,226157.1,-71591.6,1414560.0,-139315.0,129175.0
train_b,1772 days,1522116.1,221578.5,-67255.1,1414683.0,-131032.0,133203.0
train_b,1773 days,1526268.3,216898.8,-62854.0,1414886.0,-122394.0,137049.0
train_b,1774 days,1530387.8,212137.8,-58396.8,1415135.0,-113412.0,140704.0
train_b,1775 days,1534425.5,207284.8,-53873.4,1415396.0,-104109.0,144170.0
