period,timedelta,dst
train_b,2116 days 10:00:00,-5
train_b,2116 days 11:00:00,-5
train_b,2116 days 12:00:00,-4
train_b,2116 days 13:00:00,-4
train_b,2116 days 14:00:00,-6
train_b,2116 days 15:00:00,-7
train_b,2116 days 16:00:00,-7
train_b,2116 days 17:00:00,-9
train_b,2116 days 18:00:00,-10
train_b,2116 days 19:00:00,-10
train_b,2116 days 20:00:00,-8
train_b,2116 days 21:00:00,-8
train_b,2116 days 22:00:00,-5
train_b,2116 days 23:00:00,-4
train_b,2117 days 00:00:00,-3
train_b,2117 days 01:00:00,-3
train_b,2117 days 02:00:00,-5
train_b,2117 days 03:00:00,-6
train_b,2117 days 04:00:00,-5
train_b,2117 days 05:00:00,-2
train_b,2117 days 06:00:00,2
train_b,2117 days 07:00:00,8
train_b,2117 days 08:00:00,14
train_b,2117 days 09:00:00,17
train_b,2117 days 10:00:00,15
train_b,2117 days 11:00:00,11
train_b,2117 days 12:00:00,6
train_b,2117 days 13:00:00,6
train_b,2117 days 14:00:00,5
train_b,2117 days 15:00:00,3
train_b,2117 days 16:00:00,3
train_b,2117 days 17:00:00,2
train_b,2117 days 18:00:00,4
train_b,2117 days 19:00:00,3
train_b,2117 days 20:00:00,-4
train_b,2117 days 21:00:00,-13
train_b,2117 days 22:00:00,-12
train_b,2117 days 23:00:00,-6
train_b,2118 days 00:00:00,-2
train_b,2118 days 01:00:00,-1
train_b,2118 days 02:00:00,-1
train_b,2118 days 03:00:00,-2
train_b,2118 days 04:00:00,-5
train_b,2118 days 05:00:00,-7
train_b,2118 days 06:00:00,-4
train_b,2118 days 07:00:00,-2
train_b,2118 days 08:00:00,1
train_b,2118 days 09:00:00,3
train_b,2118 days 10:00:00,0
train_b,2118 days 11:00:00,0
train_b,2118 days 12:00:00,3
train_b,2118 days 13:00:00,3
train_b,2118 days 14:00:00,2
train_b,2118 days 15:00:00,1
train_b,2118 days 16:00:00,1
train_b,2118 days 17:00:00,-1
train_b,2118 days 18:00:00,0
train_b,2118 days 19:00:00,-1
train_b,2118 days 20:00:00,-3
train_b,2118 days 21:00:00,-3
train_b,2118 days 22:00:00,-4
train_b,2118 days 23:00:00,-3
train_b,2119 days 00:00:00,-4
train_b,2119 days 01:00:00,-4
train_b,2119 days 02:00:00,-1
train_b,2119 days 03:00:00,-2
train_b,2119 days 04:00:00,-1
train_b,2119 days 05:00:00,-1
train_b,2119 days 06:00:00,-1
train_b,2119 days 07:00:00,0
train_b,2119 days 08:00:00,3
train_b,2119 days 09:00:00,4
train_b,2119 days 10:00:00,4
train_b,2119 days 11:00:00,3
train_b,2119 days 12:00:00,2
train_b,2119 days 13:00:00,3
train_b,2119 days 14:00:00,2
train_b,2119 days 15:00:00,0
train_b,2119 days 16:00:00,0
train_b,2119 days 17:00:00,0
train_b,2119 days 18:00:00,0
train_b,2119 days 19:00:00,0
train_b,2119 days 20:00:00,1
train_b,2119 days 21:00:00,2
train_b,2119 days 22:00:00,4
train_b,2119 days 23:00:00,4
train_b,2120 days 00:00:00,4
train_b,2120 days 01:00:00,3
train_b,2120 days 02:00:00,3
train_b,2120 days 03:00:00,3
train_b,2120 days 04:00:00,2
train_b,2120 days 05:00:00,1
train_b,2120 days 06:00:00,1
train_b,2120 days 07:00:00,-1
train_b,2120 days 08:00:00,0
train_b,2120 days 09:00:00,-1
train_b,2120 days 10:00:00,1
train_b,2120 days 11:00:00,2
train_b,2120 days 12:00:00,3
train_b,2120 days 13:00:00,3
train_b,2120 days 14:00:00,3
train_b,2120 days 15:00:00,3
train_b,2120 days 16:00:00,4
train_b,2120 days 17:00:00,5
train_b,2120 days 18:00:00,6
train_b,2120 days 19:00:00,7
train_b,2120 days 20:00:00,6
train_b,2120 days 21:00:00,5
train_b,2120 days 22:00:00,4
train_b,2120 days 23:00:00,4
train_b,2121 days 00:00:00,5
train_b,2121 days 01:00:00,3
train_b,2121 days 02:00:00,2
train_b,2121 days 03:00:00,0
train_b,2121 days 04:00:00,2
train_b,2121 days 05:00:00,3
train_b,2121 days 06:00:00,5
train_b,2121 days 07:00:00,7
train_b,2121 days 08:00:00,6
train_b,2121 days 09:00:00,5
train_b,2121 days 10:00:00,5
train_b,2121 days 11:00:00,6
train_b,2121 days 12:00:00,6
train_b,2121 days 13:00:00,7
train_b,2121 days 14:00:00,7
train_b,2121 days 15:00:00,7
train_b,2121 days 16:00:00,8
train_b,2121 days 17:00:00,8
train_b,2121 days 18:00:00,8
train_b,2121 days 19:00:00,8
train_b,2121 days 20:00:00,7
train_b,2121 days 21:00:00,5
train_b,2121 days 22:00:00,5
train_b,2121 days 23:00:00,4
train_b,2122 days 00:00:00,3
train_b,2122 days 01:00:00,3
train_b,2122 days 02:00:00,5
train_b,2122 days 03:00:00,6
train_b,2122 days 04:00:00,5
train_b,2122 days 05:00:00,5
train_b,2122 days 06:00:00,4
train_b,2122 days 07:00:00,4
train_b,2122 days 08:00:00,5
train_b,2122 days 09:00:00,7
train_b,2122 days 10:00:00,8
train_b,2122 days 11:00:00,9
train_b,2122 days 12:00:00,9
train_b,2122 days 13:00:00,10
train_b,2122 days 14:00:00,11
train_b,2122 days 15:00:00,11
train_b,2122 days 16:00:00,11
train_b,2122 days 17:00:00,10
train_b,2122 days 18:00:00,11
train_b,2122 days 19:00:00,13
train_b,2122 days 20:00:00,13
train_b,2122 days 21:00:00,15
train_b,2122 days 22:00:00,26
train_b,2122 days 23:00:00,27
train_b,2123 days 00:00:00,27
train_b,2123 days 01:00:00,22
train_b,2123 days 02:00:00,20
train_b,2123 days 03:00:00,18
train_b,2123 days 04:00:00,16
train_b,2123 days 05:00:00,14
train_b,2123 days 06:00:00,13
train_b,2123 days 07:00:00,11
train_b,2123 days 08:00:00,11
train_b,2123 days 09:00:00,11
train_b,2123 days 10:00:00,13
train_b,2123 days 11:00:00,14
train_b,2123 days 12:00:00,11
train_b,2123 days 13:00:00,9
train_b,2123 days 14:00:00,8
train_b,2123 days 15:00:00,7
train_b,2123 days 16:00:00,6
train_b,2123 days 17:00:00,6
train_b,2123 days 18:00:00,8
train_b,2123 days 19:00:00,9
train_b,2123 days 20:00:00,10
train_b,2123 days 21:00:00,11
train_b,2123 days 22:00:00,9
train_b,2123 days 23:00:00,7
train_b,2124 days 00:00:00,7
train_b,2124 days 01:00:00,4
train_b,2124 days 02:00:00,4
train_b,2124 days 03:00:00,3
train_b,2124 days 04:00:00,-4
train_b,2124 days 05:00:00,-3
train_b,2124 days 06:00:00,2
train_b,2124 days 07:00:00,2
train_b,2124 days 08:00:00,4
train_b,2124 days 09:00:00,4
train_b,2124 days 10:00:00,6
train_b,2124 days 11:00:00,8
train_b,2124 days 12:00:00,8
train_b,2124 days 13:00:00,7
train_b,2124 days 14:00:00,7
train_b,2124 days 15:00:00,7
train_b,2124 days 16:00:00,5
train_b,2124 days 17:00:00,2
train_b,2124 days 18:00:00,3
train_b,2124 days 19:00:00,6
train_b,2124 days 20:00:00,7
train_b,2124 days 21:00:00,7
train_b,2124 days 22:00:00,3
train_b,2124 days 23:00:00,9
train_b,2125 days 00:00:00,9
train_b,2125 days 01:00:00,8
train_b,2125 days 02:00:00,7
train_b,2125 days 03:00:00,10
train_b,2125 days 04:00:00,8
train_b,2125 days 05:00:00,5
train_b,2125 days 06:00:00,5
train_b,2125 days 07:00:00,9
train_b,2125 days 08:00:00,-1
train_b,2125 days 09:00:00,-4
train_b,2125 days 10:00:00,-5
train_b,2125 days 11:00:00,-5
train_b,2125 days 12:00:00,-3
train_b,2125 days 13:00:00,0
train_b,2125 days 14:00:00,0
train_b,2125 days 15:00:00,-1
train_b,2125 days 16:00:00,-2
train_b,2125 days 17:00:00,-5
train_b,2125 days 18:00:00,-6
train_b,2125 days 19:00:00,-6
train_b,2125 days 20:00:00,-2
train_b,2125 days 21:00:00,-4
train_b,2125 days 22:00:00,-1
train_b,2125 days 23:00:00,2
train_b,2126 days 00:00:00,2
train_b,2126 days 01:00:00,7
train_b,2126 days 02:00:00,12
train_b,2126 days 03:00:00,11
train_b,2126 days 04:00:00,3
train_b,2126 days 05:00:00,-2
train_b,2126 days 06:00:00,-9
train_b,2126 days 07:00:00,-10
train_b,2126 days 08:00:00,-7
train_b,2126 days 09:00:00,-4
train_b,2126 days 10:00:00,-1
train_b,2126 days 11:00:00,-2
train_b,2126 days 12:00:00,-4
train_b,2126 days 13:00:00,-5
train_b,2126 days 14:00:00,-9
train_b,2126 days 15:00:00,-5
train_b,2126 days 16:00:00,-3
train_b,2126 days 17:00:00,-6
train_b,2126 days 18:00:00,-7
train_b,2126 days 19:00:00,-9
train_b,2126 days 20:00:00,-9
train_b,2126 days 21:00:00,-10
train_b,2126 days 22:00:00,-7
train_b,2126 days 23:00:00,-4
train_b,2127 days 00:00:00,-2
train_b,2127 days 01:00:00,2
train_b,2127 days 02:00:00,5
train_b,2127 days 03:00:00,4
train_b,2127 days 04:00:00,-1
train_b,2127 days 05:00:00,-4
train_b,2127 days 06:00:00,-3
train_b,2127 days 07:00:00,-4
train_b,2127 days 08:00:00,-4
train_b,2127 days 09:00:00,-3
train_b,2127 days 10:00:00,-3
train_b,2127 days 11:00:00,0
train_b,2127 days 12:00:00,1
train_b,2127 days 13:00:00,1
train_b,2127 days 14:00:00,0
train_b,2127 days 15:00:00,-4
train_b,2127 days 16:00:00,-6
train_b,2127 days 17:00:00,-13
train_b,2127 days 18:00:00,-10
train_b,2127 days 19:00:00,-6
train_b,2127 days 20:00:00,-6
train_b,2127 days 21:00:00,-4
train_b,2127 days 22:00:00,-1
train_b,2127 days 23:00:00,-4
train_b,2128 days 00:00:00,-5
train_b,2128 days 01:00:00,-3
train_b,2128 days 02:00:00,-2
train_b,2128 days 03:00:00,-5
train_b,2128 days 04:00:00,-7
train_b,2128 days 05:00:00,-6
train_b,2128 days 06:00:00,-8
train_b,2128 days 07:00:00,-7
train_b,2128 days 08:00:00,-4
train_b,2128 days 09:00:00,-2
train_b,2128 days 10:00:00,-2
train_b,2128 days 11:00:00,-3
train_b,2128 days 12:00:00,0
train_b,2128 days 13:00:00,2
train_b,2128 days 14:00:00,3
train_b,2128 days 15:00:00,3
train_b,2128 days 16:00:00,2
train_b,2128 days 17:00:00,-1
train_b,2128 days 18:00:00,0
train_b,2128 days 19:00:00,0
train_b,2128 days 20:00:00,-1
train_b,2128 days 21:00:00,-3
train_b,2128 days 22:00:00,-2
train_b,2128 days 23:00:00,-4
train_b,2129 days 00:00:00,-1
train_b,2129 days 01:00:00,3
train_b,2129 days 02:00:00,3
train_b,2129 days 03:00:00,-1
train_b,2129 days 04:00:00,-8
train_b,2129 days 05:00:00,-9
train_b,2129 days 06:00:00,-7
train_b,2129 days 07:00:00,-8
train_b,2129 days 08:00:00,-5
train_b,2129 days 09:00:00,-1
train_b,2129 days 10:00:00,0
train_b,2129 days 11:00:00,0
train_b,2129 days 12:00:00,1
train_b,2129 days 13:00:00,-8
train_b,2129 days 14:00:00,-12
train_b,2129 days 15:00:00,-14
train_b,2129 days 16:00:00,-13
train_b,2129 days 17:00:00,-12
train_b,2129 days 18:00:00,-10
train_b,2129 days 19:00:00,-12
train_b,2129 days 20:00:00,-12
train_b,2129 days 21:00:00,-11
train_b,2129 days 22:00:00,-10
train_b,2129 days 23:00:00,-10
train_b,2130 days 00:00:00,-5
train_b,2130 days 01:00:00,-8
train_b,2130 days 02:00:00,-12
train_b,2130 days 03:00:00,-11
train_b,2130 days 04:00:00,-10
train_b,2130 days 05:00:00,-10
train_b,2130 days 06:00:00,-13
train_b,2130 days 07:00:00,-19
train_b,2130 days 08:00:00,-22
train_b,2130 days 09:00:00,-28
train_b,2130 days 10:00:00,-28
train_b,2130 days 11:00:00,-18
train_b,2130 days 12:00:00,-15
train_b,2130 days 13:00:00,-14
train_b,2130 days 14:00:00,-19
train_b,2130 days 15:00:00,-20
train_b,2130 days 16:00:00,-18
train_b,2130 days 17:00:00,-15
train_b,2130 days 18:00:00,-13
train_b,2130 days 19:00:00,-13
train_b,2130 days 20:00:00,-12
train_b,2130 days 21:00:00,-14
train_b,2130 days 22:00:00,-12
train_b,2130 days 23:00:00,-9
train_b,2131 days 00:00:00,-6
train_b,2131 days 01:00:00,-9
train_b,2131 days 02:00:00,-12
train_b,2131 days 03:00:00,-12
train_b,2131 days 04:00:00,-10
train_b,2131 days 05:00:00,-11
train_b,2131 days 06:00:00,-12
train_b,2131 days 07:00:00,-12
train_b,2131 days 08:00:00,-9
train_b,2131 days 09:00:00,-8
train_b,2131 days 10:00:00,-8
train_b,2131 days 11:00:00,-8
train_b,2131 days 12:00:00,-9
train_b,2131 days 13:00:00,-14
train_b,2131 days 14:00:00,-17
train_b,2131 days 15:00:00,-16
train_b,2131 days 16:00:00,-16
train_b,2131 days 17:00:00,-14
train_b,2131 days 18:00:00,-12
train_b,2131 days 19:00:00,-12
train_b,2131 days 20:00:00,-17
train_b,2131 days 21:00:00,-15
train_b,2131 days 22:00:00,-8
train_b,2131 days 23:00:00,-4
train_b,2132 days 00:00:00,-7
train_b,2132 days 01:00:00,-10
train_b,2132 days 02:00:00,-14
train_b,2132 days 03:00:00,-18
train_b,2132 days 04:00:00,-18
train_b,2132 days 05:00:00,-20
train_b,2132 days 06:00:00,-18
train_b,2132 days 07:00:00,-18
train_b,2132 days 08:00:00,-17
train_b,2132 days 09:00:00,-20
train_b,2132 days 10:00:00,-26
train_b,2132 days 11:00:00,-29
train_b,2132 days 12:00:00,-23
train_b,2132 days 13:00:00,-18
train_b,2132 days 14:00:00,-17
train_b,2132 days 15:00:00,-15
train_b,2132 days 16:00:00,-21
train_b,2132 days 17:00:00,-22
train_b,2132 days 18:00:00,-22
train_b,2132 days 19:00:00,-18
train_b,2132 days 20:00:00,-13
train_b,2132 days 21:00:00,-21
train_b,2132 days 22:00:00,-27
train_b,2132 days 23:00:00,-22
train_b,2133 days 00:00:00,-17
train_b,2133 days 01:00:00,-18
train_b,2133 days 02:00:00,-24
train_b,2133 days 03:00:00,-24
train_b,2133 days 04:00:00,-24
train_b,2133 days 05:00:00,-22
train_b,2133 days 06:00:00,-16
train_b,2133 days 07:00:00,-14
train_b,2133 days 08:00:00,-9
train_b,2133 days 09:00:00,-12
train_b,2133 days 10:00:00,-20
train_b,2133 days 11:00:00,-31
train_b,2133 days 12:00:00,-30
train_b,2133 days 13:00:00,-26
train_b,2133 days 14:00:00,-21
train_b,2133 days 15:00:00,-21
train_b,2133 days 16:00:00,-31
train_b,2133 days 17:00:00,-33
train_b,2133 days 18:00:00,-29
train_b,2133 days 19:00:00,-27
train_b,2133 days 20:00:00,-21
train_b,2133 days 21:00:00,-19
train_b,2133 days 22:00:00,-20
train_b,2133 days 23:00:00,-18
train_b,2134 days 00:00:00,-18
train_b,2134 days 01:00:00,-14
train_b,2134 days 02:00:00,-16
train_b,2134 days 03:00:00,-18
train_b,2134 days 04:00:00,-19
train_b,2134 days 05:00:00,-19
train_b,2134 days 06:00:00,-21
train_b,2134 days 07:00:00,-20
train_b,2134 days 08:00:00,-19
train_b,2134 days 09:00:00,-18
train_b,2134 days 10:00:00,-15
train_b,2134 days 11:00:00,-14
train_b,2134 days 12:00:00,-13
train_b,2134 days 13:00:00,-15
train_b,2134 days 14:00:00,-19
train_b,2134 days 15:00:00,-20
train_b,2134 days 16:00:00,-19
train_b,2134 days 17:00:00,-15
train_b,2134 days 18:00:00,-15
train_b,2134 days 19:00:00,-17
train_b,2134 days 20:00:00,-18
train_b,2134 days 21:00:00,-18
train_b,2134 days 22:00:00,-15
train_b,2134 days 23:00:00,-14
train_b,2135 days 00:00:00,-13
train_b,2135 days 01:00:00,-10
train_b,2135 days 02:00:00,-10
train_b,2135 days 03:00:00,-16
train_b,2135 days 04:00:00,-14
train_b,2135 days 05:00:00,-13
train_b,2135 days 06:00:00,-13
train_b,2135 days 07:00:00,-14
train_b,2135 days 08:00:00,-17
train_b,2135 days 09:00:00,-11
train_b,2135 days 10:00:00,-12
train_b,2135 days 11:00:00,-9
train_b,2135 days 12:00:00,-8
train_b,2135 days 13:00:00,-7
train_b,2135 days 14:00:00,-8
train_b,2135 days 15:00:00,-8
train_b,2135 days 16:00:00,-10
train_b,2135 days 17:00:00,-9
train_b,2135 days 18:00:00,-11
train_b,2135 days 19:00:00,-15
train_b,2135 days 20:00:00,-14
train_b,2135 days 21:00:00,-18
train_b,2135 days 22:00:00,-16
train_b,2135 days 23:00:00,-14
train_b,2136 days 00:00:00,-13
train_b,2136 days 01:00:00,-12
train_b,2136 days 02:00:00,-12
train_b,2136 days 03:00:00,-11
train_b,2136 days 04:00:00,-14
train_b,2136 days 05:00:00,-17
train_b,2136 days 06:00:00,-18
train_b,2136 days 07:00:00,-16
train_b,2136 days 08:00:00,-13
train_b,2136 days 09:00:00,-12
train_b,2136 days 10:00:00,-14
train_b,2136 days 11:00:00,-15
train_b,2136 days 12:00:00,-14
train_b,2136 days 13:00:00,-10
train_b,2136 days 14:00:00,-10
train_b,2136 days 15:00:00,-8
train_b,2136 days 16:00:00,-7
train_b,2136 days 17:00:00,-4
train_b,2136 days 18:00:00,-5
train_b,2136 days 19:00:00,-7
train_b,2136 days 20:00:00,-8
train_b,2136 days 21:00:00,-9
train_b,2136 days 22:00:00,-9
train_b,2136 days 23:00:00,-14
train_b,2137 days 00:00:00,-17
train_b,2137 days 01:00:00,-15
train_b,2137 days 02:00:00,-10
train_b,2137 days 03:00:00,-6
train_b,2137 days 04:00:00,-9
train_b,2137 days 05:00:00,-22
train_b,2137 days 06:00:00,-20
train_b,2137 days 07:00:00,-10
train_b,2137 days 08:00:00,-6
train_b,2137 days 09:00:00,-8
train_b,2137 days 10:00:00,-10
train_b,2137 days 11:00:00,-7
train_b,2137 days 12:00:00,-5
train_b,2137 days 13:00:00,-12
train_b,2137 days 14:00:00,-11
train_b,2137 days 15:00:00,-11
train_b,2137 days 16:00:00,-15
train_b,2137 days 17:00:00,-18
train_b,2137 days 18:00:00,-18
train_b,2137 days 19:00:00,-20
train_b,2137 days 20:00:00,-25
train_b,2137 days 21:00:00,-27
train_b,2137 days 22:00:00,-23
train_b,2137 days 23:00:00,-21
train_b,2138 days 00:00:00,-20
train_b,2138 days 01:00:00,-20
train_b,2138 days 02:00:00,-21
train_b,2138 days 03:00:00,-18
train_b,2138 days 04:00:00,-15
train_b,2138 days 05:00:00,-15
train_b,2138 days 06:00:00,-16
train_b,2138 days 07:00:00,-14
train_b,2138 days 08:00:00,-16
train_b,2138 days 09:00:00,-17
train_b,2138 days 10:00:00,-17
train_b,2138 days 11:00:00,-12
train_b,2138 days 12:00:00,-10
train_b,2138 days 13:00:00,-10
train_b,2138 days 14:00:00,-9
train_b,2138 days 15:00:00,-9
train_b,2138 days 16:00:00,-11
train_b,2138 days 17:00:00,-11
train_b,2138 days 18:00:00,-7
train_b,2138 days 19:00:00,-4
train_b,2138 days 20:00:00,-3
train_b,2138 days 21:00:00,-4
train_b,2138 days 22:00:00,-2
train_b,2138 days 23:00:00,-1
train_b,2139 days 00:00:00,-9
train_b,2139 days 01:00:00,-19
train_b,2139 days 02:00:00,-25
train_b,2139 days 03:00:00,-33
train_b,2139 days 04:00:00,-34
train_b,2139 days 05:00:00,-33
train_b,2139 days 06:00:00,-26
train_b,2139 days 07:00:00,-21
train_b,2139 days 08:00:00,-18
train_b,2139 days 09:00:00,-16
train_b,2139 days 10:00:00,-14
train_b,2139 days 11:00:00,-13
train_b,2139 days 12:00:00,-13
train_b,2139 days 13:00:00,-12
train_b,2139 days 14:00:00,-17
train_b,2139 days 15:00:00,-20
train_b,2139 days 16:00:00,-20
train_b,2139 days 17:00:00,-20
train_b,2139 days 18:00:00,-19
train_b,2139 days 19:00:00,-19
train_b,2139 days 20:00:00,-14
train_b,2139 days 21:00:00,-14
train_b,2139 days 22:00:00,-12
train_b,2139 days 23:00:00,-14
train_b,2140 days 00:00:00,-13
train_b,2140 days 01:00:00,-14
train_b,2140 days 02:00:00,-15
train_b,2140 days 03:00:00,-17
train_b,2140 days 04:00:00,-14
train_b,2140 days 05:00:00,-13
train_b,2140 days 06:00:00,-12
train_b,2140 days 07:00:00,-11
train_b,2140 days 08:00:00,-13
train_b,2140 days 09:00:00,-15
train_b,2140 days 10:00:00,-13
train_b,2140 days 11:00:00,-13
train_b,2140 days 12:00:00,-10
train_b,2140 days 13:00:00,-11
train_b,2140 days 14:00:00,-11
train_b,2140 days 15:00:00,-12
train_b,2140 days 16:00:00,-11
train_b,2140 days 17:00:00,-7
train_b,2140 days 18:00:00,-4
train_b,2140 days 19:00:00,-1
train_b,2140 days 20:00:00,-2
train_b,2140 days 21:00:00,-5
train_b,2140 days 22:00:00,-5
train_b,2140 days 23:00:00,-1
train_b,2141 days 00:00:00,-1
train_b,2141 days 01:00:00,-9
train_b,2141 days 02:00:00,-12
train_b,2141 days 03:00:00,-13
train_b,2141 days 04:00:00,-14
train_b,2141 days 05:00:00,-15
train_b,2141 days 06:00:00,-17
train_b,2141 days 07:00:00,-19
train_b,2141 days 08:00:00,-20
train_b,2141 days 09:00:00,-20
train_b,2141 days 10:00:00,-20
train_b,2141 days 11:00:00,-16
train_b,2141 days 12:00:00,-17
train_b,2141 days 13:00:00,-20
train_b,2141 days 14:00:00,-21
train_b,2141 days 15:00:00,-18
train_b,2141 days 16:00:00,-16
train_b,2141 days 17:00:00,-15
train_b,2141 days 18:00:00,-17
train_b,2141 days 19:00:00,-12
train_b,2141 days 20:00:00,-8
train_b,2141 days 21:00:00,-9
train_b,2141 days 22:00:00,-8
train_b,2141 days 23:00:00,-6
train_b,2142 days 00:00:00,-7
train_b,2142 days 01:00:00,-7
train_b,2142 days 02:00:00,-8
train_b,2142 days 03:00:00,-13
train_b,2142 days 04:00:00,-16
train_b,2142 days 05:00:00,-17
train_b,2142 days 06:00:00,-14
train_b,2142 days 07:00:00,-8
train_b,2142 days 08:00:00,-5
train_b,2142 days 09:00:00,-3
train_b,2142 days 10:00:00,-4
train_b,2142 days 11:00:00,-7
train_b,2142 days 12:00:00,-8
train_b,2142 days 13:00:00,-7
train_b,2142 days 14:00:00,-7
train_b,2142 days 15:00:00,-7
train_b,2142 days 16:00:00,-9
train_b,2142 days 17:00:00,-8
train_b,2142 days 18:00:00,-6
train_b,2142 days 19:00:00,-6
train_b,2142 days 20:00:00,-5
train_b,2142 days 21:00:00,-4
train_b,2142 days 22:00:00,-2
train_b,2142 days 23:00:00,0
train_b,2143 days 00:00:00,-1
train_b,2143 days 01:00:00,-4
train_b,2143 days 02:00:00,-8
train_b,2143 days 03:00:00,-11
train_b,2143 days 04:00:00,-9
train_b,2143 days 05:00:00,-7
train_b,2143 days 06:00:00,-5
train_b,2143 days 07:00:00,-6
train_b,2143 days 08:00:00,-5
train_b,2143 days 09:00:00,-1
train_b,2143 days 10:00:00,-1
train_b,2143 days 11:00:00,2
train_b,2143 days 12:00:00,1
train_b,2143 days 13:00:00,0
train_b,2143 days 14:00:00,-2
train_b,2143 days 15:00:00,-5
train_b,2143 days 16:00:00,-6
train_b,2143 days 17:00:00,-5
train_b,2143 days 18:00:00,-5
train_b,2143 days 19:00:00,-5
train_b,2143 days 20:00:00,-4
train_b,2143 days 21:00:00,-4
train_b,2143 days 22:00:00,-3
train_b,2143 days 23:00:00,-3
train_b,2144 days 00:00:00,-4
train_b,2144 days 01:00:00,-5
train_b,2144 days 02:00:00,-8
train_b,2144 days 03:00:00,-8
train_b,2144 days 04:00:00,-6
train_b,2144 days 05:00:00,-6
train_b,2144 days 06:00:00,-5
train_b,2144 days 07:00:00,3
train_b,2144 days 08:00:00,2
train_b,2144 days 09:00:00,-4
train_b,2144 days 10:00:00,-3
train_b,2144 days 11:00:00,2
train_b,2144 days 12:00:00,5
train_b,2144 days 13:00:00,8
train_b,2144 days 14:00:00,7
train_b,2144 days 15:00:00,4
train_b,2144 days 16:00:00,0
train_b,2144 days 17:00:00,-6
train_b,2144 days 18:00:00,-8
train_b,2144 days 19:00:00,-9
train_b,2144 days 20:00:00,-14
train_b,2144 days 21:00:00,-20
train_b,2144 days 22:00:00,-17
train_b,2144 days 23:00:00,-13
train_b,2145 days 00:00:00,-8
train_b,2145 days 01:00:00,-7
train_b,2145 days 02:00:00,-10
train_b,2145 days 03:00:00,-13
train_b,2145 days 04:00:00,-10
train_b,2145 days 05:00:00,-7
train_b,2145 days 06:00:00,-10
train_b,2145 days 07:00:00,-14
train_b,2145 days 08:00:00,-10
train_b,2145 days 09:00:00,-6
train_b,2145 days 10:00:00,-4
train_b,2145 days 11:00:00,-7
train_b,2145 days 12:00:00,-7
train_b,2145 days 13:00:00,-9
train_b,2145 days 14:00:00,-11
train_b,2145 days 15:00:00,-12
train_b,2145 days 16:00:00,-11
train_b,2145 days 17:00:00,-9
train_b,2145 days 18:00:00,-9
train_b,2145 days 19:00:00,-9
train_b,2145 days 20:00:00,-10
train_b,2145 days 21:00:00,-9
train_b,2145 days 22:00:00,-6
train_b,2145 days 23:00:00,-5
train_b,2146 days 00:00:00,-4
train_b,2146 days 01:00:00,-4
train_b,2146 days 02:00:00,-5
train_b,2146 days 03:00:00,-6
train_b,2146 days 04:00:00,-6
train_b,2146 days 05:00:00,-5
train_b,2146 days 06:00:00,-3
train_b,2146 days 07:00:00,-2
train_b,2146 days 08:00:00,-1
train_b,2146 days 09:00:00,0
train_b,2146 days 10:00:00,1
train_b,2146 days 11:00:00,2
train_b,2146 days 12:00:00,0
train_b,2146 days 13:00:00,-1
train_b,2146 days 14:00:00,-2
train_b,2146 days 15:00:00,-2
train_b,2146 days 16:00:00,-3
train_b,2146 days 17:00:00,-6
train_b,2146 days 18:00:00,-10
train_b,2146 days 19:00:00,-10
train_b,2146 days 20:00:00,-9
train_b,2146 days 21:00:00,-5
train_b,2146 days 22:00:00,-2
train_b,2146 days 23:00:00,0
train_b,2147 days 00:00:00,-2
train_b,2147 days 01:00:00,-3
train_b,2147 days 02:00:00,-3
train_b,2147 days 03:00:00,-2
train_b,2147 days 04:00:00,-1
train_b,2147 days 05:00:00,0
train_b,2147 days 06:00:00,2
train_b,2147 days 07:00:00,3
train_b,2147 days 08:00:00,3
train_b,2147 days 09:00:00,4
train_b,2147 days 10:00:00,2
train_b,2147 days 11:00:00,-1
train_b,2147 days 12:00:00,-3
train_b,2147 days 13:00:00,-5
train_b,2147 days 14:00:00,-5
train_b,2147 days 15:00:00,-3
train_b,2147 days 16:00:00,-2
train_b,2147 days 17:00:00,-3
train_b,2147 days 18:00:00,-2
train_b,2147 days 19:00:00,0
train_b,2147 days 20:00:00,3
train_b,2147 days 21:00:00,5
train_b,2147 days 22:00:00,7
train_b,2147 days 23:00:00,6
train_b,2148 days 00:00:00,5
train_b,2148 days 01:00:00,5
train_b,2148 days 02:00:00,5
train_b,2148 days 03:00:00,6
train_b,2148 days 04:00:00,6
train_b,2148 days 05:00:00,3
train_b,2148 days 06:00:00,1
train_b,2148 days 07:00:00,3
train_b,2148 days 08:00:00,2
train_b,2148 days 09:00:00,3
train_b,2148 days 10:00:00,6
train_b,2148 days 11:00:00,4
train_b,2148 days 12:00:00,-5
train_b,2148 days 13:00:00,-8
train_b,2148 days 14:00:00,-9
train_b,2148 days 15:00:00,-5
train_b,2148 days 16:00:00,-3
train_b,2148 days 17:00:00,-1
train_b,2148 days 18:00:00,-2
train_b,2148 days 19:00:00,3
train_b,2148 days 20:00:00,6
train_b,2148 days 21:00:00,5
train_b,2148 days 22:00:00,5
train_b,2148 days 23:00:00,3
train_b,2149 days 00:00:00,4
train_b,2149 days 01:00:00,5
train_b,2149 days 02:00:00,8
train_b,2149 days 03:00:00,10
train_b,2149 days 04:00:00,6
train_b,2149 days 05:00:00,2
train_b,2149 days 06:00:00,-1
train_b,2149 days 07:00:00,-1
